2 0 2  CBB...C.DD.MKKAAGMJ...GMJEE...JHH.II
3 1 2  CBB...C.DD.MKKAA.MJ...GMJEE.G.JHH.II
4 2 2  CBB..MC.DD.MKKAA.MJ...G.JEE.G.JHH.II
4 2 2  CBB...C.DD.MKKAA.MJ...GMJEE.G.JHHII.
3 3 0  CBB...C.DD..KKAA..J...GMJEE.GMJHHIIM
4 2 2  CBB...CDD..MKKAA.MJ...GMJEE.G.JHH.II
4 4 0  CBB...C...DDKKAA..J...GMJEE.GMJHHIIM
4 4 0  CBB...C.DD..KK.AA.J...GMJEE.GMJHHIIM
4 4 0  CBB...C.DD..KK..AAJ...GMJEE.GMJHHIIM
